,Title,IMSDB-Genres,Writers,Movie-Title,IMDB-ID,Filename,BOM-url,Distributor,OW-Revenue,OW-Opens,Release-Date,Days-in-Release,MPAA,Runtime,Genres,Widest-Release,Domestic-Total,WorldWide-Total,Budget
321,"Descendants, The","['Comedy', 'Drama']","['Alexander Payne', 'Nat Faxon', 'Jim Rash']",Descendants,3440298,./data/IMSDB/texts/Descendants.txt,,,,,,,,,,,,,
324,Devil in a Blue Dress,"['Crime', 'Mystery', 'Thriller']","['Carl Franklin', 'Walter Mosley']",Devil_in_a_Blue_Dress,112857,./data/IMSDB/texts/Devil_in_a_Blue_Dress.txt,https://www.boxofficemojo.com/release/rl1817150977,Sony Pictures Entertainment (SPE),"5,422,385","1,432","Sep 29, 1995",94 days,R,102.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","1,432","16,140,822","16,140,822",
329,Diner,"['Comedy', 'Drama']",['Barry Levinson'],Diner,83833,./data/IMSDB/texts/Diner.txt,,,,,,,,,,,,,
330,"Distinguished Gentleman, The",['Comedy'],['Adam Resnick'],Distinguished_Gentleman,104114,./data/IMSDB/texts/Distinguished_Gentleman.txt,https://www.boxofficemojo.com/release/rl4132406785,Walt Disney Studios Motion Pictures,"10,611,040","1,933","Dec 4, 1992",393 days,R,112.0,"['Comedy', 'Crime']","1,984","46,666,502","46,666,502",
333,Do The Right Thing,"['Comedy', 'Drama']",['Spike Lee'],Do_The_Right_Thing,97216,./data/IMSDB/texts/Do_The_Right_Thing.txt,,,,,,,,,,,,,
334,Dog Day Afternoon,"['Comedy', 'Drama', 'Thriller']",['Frank Pierson'],Dog_Day_Afternoon,72890,./data/IMSDB/texts/Dog_Day_Afternoon.txt,,,,,,,,,,,,,
338,Double Indemnity,"['Crime', 'Film-Noir', 'Drama']","['James M. Cain', 'Billy Wilder', 'Raymond Chandler']",Double_Indemnity,36775,./data/IMSDB/texts/Double_Indemnity.txt,,,,,,,,,,,,,
344,"Dry White Season, A","['Drama', 'Thriller']",['Euzhan Palcy'],Dry_White_Season,97243,./data/IMSDB/texts/Dry_White_Season.txt,https://www.boxofficemojo.com/release/rl2186184193,Metro-Goldwyn-Mayer (MGM),"202,507",17,"Sep 20, 1989",103 days,,106.0,"['Drama', 'Thriller']",316,"3,766,879","3,766,879",
345,Duck Soup,"['Comedy', 'Family', 'Musical']","['Bert Kelmer', 'Harry Ruby', 'Grover Jones']",Duck_Soup,23969,./data/IMSDB/texts/Duck_Soup.txt,,,,,,,,,,,,,
358,"Elephant Man, The",['Drama'],"['Christopher De Vore', 'Eric Bergren', 'David Lynch']",Elephant_Man,80678,./data/IMSDB/texts/Elephant_Man.txt,,,,,,,,,,,,,
364,Erik the Viking,['Fantasy'],['Terry Jones'],Erik_the_Viking,97289,./data/IMSDB/texts/Erik_the_Viking.txt,https://www.boxofficemojo.com/release/rl3595666945,Orion Pictures,"68,543",22,"Sep 22, 1989",105 days,,107.0,"['Adventure', 'Comedy', 'Fantasy']",269,"1,932,642","1,932,642",
367,Escape From New York,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['John Carpenter', 'Nick Castle']",Escape_From_New_York,82340,./data/IMSDB/texts/Escape_From_New_York.txt,,,,,,,,,,,,,
369,Even Cowgirls Get the Blues,"['Comedy', 'Romance', 'Drama']","['Tom Robbins', 'Gus Van Sant']",Even_Cowgirls_Get_the_Blues,106834,./data/IMSDB/texts/Even_Cowgirls_Get_the_Blues.txt,https://www.boxofficemojo.com/release/rl626034177,Fine Line Features,"676,978",533,"May 20, 1994",226 days,R,106.0,"['Comedy', 'Drama', 'Romance', 'Western']",533,"1,708,873","1,708,873",
372,Evil Dead II: Dead by Dawn,"['Horror', 'Fantasy', 'Comedy', 'Action']","['Sam Raimi', 'Scott Spiegel']",Evil_Dead_II:_Dead_by_Dawn,92991,./data/IMSDB/texts/Evil_Dead_II:_Dead_by_Dawn.txt,https://www.boxofficemojo.com/release/rl2102429185,De Laurentiis Entertainment Group (DEG),"807,260",310,"Mar 13, 1987",294 days,R,84.0,"['Action', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",310,"5,923,044","5,923,044",
374,Excalibur,"['Adventure', 'Drama', 'Fantasy']","['Rospo Pallenberg', 'John Boorman']",Excalibur,82348,./data/IMSDB/texts/Excalibur.txt,https://www.boxofficemojo.com/release/rl1783662081,Warner Bros.,"4,519,706",692,"Apr 10, 1981",266 days,PG,140.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",692,"34,967,437","34,967,437",
377,"Fabulous Baker Boys, The","['Drama', 'Romance']",['Steven Kloves'],Fabulous_Baker_Boys,97322,./data/IMSDB/texts/Fabulous_Baker_Boys.txt,https://www.boxofficemojo.com/release/rl2890958337,Twentieth Century Fox,"3,313,815",858,"Oct 13, 1989",84 days,,114.0,"['Comedy', 'Drama', 'Music', 'Romance']",860,"18,428,904","18,428,904",
380,"Family Man, The","['Comedy', 'Romance']","['David Diamond', 'David Weissman']",Family_Man,9544034,./data/IMSDB/texts/Family_Man.txt,,,,,,,,,,,,,
383,Fargo,"['Comedy', 'Crime', 'Thriller']","['Joel Coen', 'Ethan Coen']",Fargo,2802850,./data/IMSDB/texts/Fargo.txt,,,,,,,,,,,,,
385,Fatal Instinct,"['Comedy', 'Crime', 'Thriller']","[""David O'Malley""]",Fatal_Instinct,106873,./data/IMSDB/texts/Fatal_Instinct.txt,https://www.boxofficemojo.com/release/rl559121921,Metro-Goldwyn-Mayer (MGM),"3,502,569","1,886","Oct 29, 1993",70 days,PG-13,91.0,"['Comedy', 'Crime', 'Thriller']","1,886","7,839,327","7,839,327",
389,Ferris Bueller's Day Off,['Comedy'],['John Hughes'],Ferris_Bueller's_Day_Off,91042,./data/IMSDB/texts/Ferris_Bueller's_Day_Off.txt,https://www.boxofficemojo.com/release/rl1767081473,Paramount Pictures,"6,275,647","1,330","Jun 11, 1986",204 days,,103.0,['Comedy'],"1,330","70,136,369","70,712,677",
390,Field of Dreams,"['Drama', 'Family', 'Fantasy']",['Phil Alden Robinson'],Field_of_Dreams,97351,./data/IMSDB/texts/Field_of_Dreams.txt,https://www.boxofficemojo.com/release/rl1515423233,Universal Pictures,"531,346",22,"(Wide)Apr 21, 1989",255 days,,107.0,"['Drama', 'Family', 'Fantasy', 'Sport']","1,100","64,431,625","84,431,625",
397,Five Easy Pieces,['Drama'],['Carole Eastman'],Five_Easy_Pieces,65724,./data/IMSDB/texts/Five_Easy_Pieces.txt,,,,,,,,,,,,,
399,Fletch,['Comedy'],"['Phil A. Robinson', 'Andrew Bergman']",Fletch,89155,./data/IMSDB/texts/Fletch.txt,https://www.boxofficemojo.com/release/rl978486785,Universal Pictures,"7,022,970","1,225","May 31, 1985",215 days,,98.0,"['Comedy', 'Crime', 'Mystery']","1,303","50,612,888","59,612,888",
406,Fracture,"['Crime', 'Drama', 'Thriller']",['Dan Pyne'],Fracture,488120,./data/IMSDB/texts/Fracture.txt,https://www.boxofficemojo.com/release/rl2521990657,New Line Cinema,"11,180,000","2,443","Apr 20, 2007",256 days,R,113.0,"['Crime', 'Drama', 'Thriller']","2,443","39,015,018","92,011,561",
407,Frances,['Drama'],"['Eric Bergren', 'Christopher De Vore', 'Nicholas Kazan']",Frances,83967,./data/IMSDB/texts/Frances.txt,,,,,,,,,,,,,
410,Freaked,"['Comedy', 'Sci-Fi']","['Tim Burns', 'Tom Stern', 'Alex Winter']",Freaked,109838,./data/IMSDB/texts/Freaked.txt,https://www.boxofficemojo.com/release/rl4031940097,Twentieth Century Fox,"6,957",2,"Oct 1, 1993",92 days,PG-13,86.0,"['Comedy', 'Sci-Fi']",2,"29,296","29,296",
412,"French Connection, The","['Action', 'Crime', 'Thriller']",['Ernest Tidyman'],French_Connection,67116,./data/IMSDB/texts/French_Connection.txt,,,,,,,,,,,,,
416,Fright Night,"['Comedy', 'Horror']",['Marti Noxon'],Fright_Night,89175,./data/IMSDB/texts/Fright_Night.txt,https://www.boxofficemojo.com/release/rl710247937,Columbia Pictures,"6,118,543","1,542","Aug 2, 1985",152 days,,106.0,"['Fantasy', 'Horror', 'Thriller']","1,545","24,922,237","24,922,237",
417,Fright Night (1985),"['Comedy', 'Horror', 'Thriller']",['Tom Holland'],Fright_Night_(1985),89175,./data/IMSDB/texts/Fright_Night_(1985).txt,https://www.boxofficemojo.com/release/rl710247937,Columbia Pictures,"6,118,543","1,542","Aug 2, 1985",152 days,,106.0,"['Fantasy', 'Horror', 'Thriller']","1,545","24,922,237","24,922,237",
419,From Here to Eternity,"['Drama', 'Romance', 'War']",['Daniel Taradash'],From_Here_to_Eternity,45793,./data/IMSDB/texts/From_Here_to_Eternity.txt,https://www.boxofficemojo.com/release/rl643139073,Sony Pictures Repertory,"18,176",5,"Dec 5, 2003",28 days,,118.0,"['Drama', 'Romance', 'War']",5,"36,416","36,416",
421,Frozen (Disney),"['Animation', 'Adventure', 'Comedy']",['Jennifer Lee'],Frozen_(Disney),4007494,./data/IMSDB/texts/Frozen_(Disney).txt,,,,,,,,,,,,,
428,Game 6,"['Comedy', 'Drama']",['Don DeLillo'],Game_6,425055,./data/IMSDB/texts/Game_6.txt,https://www.boxofficemojo.com/release/rl1448445441,Kindred Media Group,"9,610",4,"Mar 10, 2006",297 days,R,87.0,"['Comedy', 'Drama', 'Sport']",13,"129,664","129,664",
429,"Game, The","['Mystery', 'Thriller']","['John Brancato', 'Michael Ferris', 'Larry Gross', 'Andrew Kevin Walker']",Game,944947,./data/IMSDB/texts/Game.txt,,,,,,,,,,,,,
432,Gang Related,"['Crime', 'Drama']",['Jim Kouf'],Gang_Related,2719784,./data/IMSDB/texts/Gang_Related.txt,,,,,,,,,,,,,
436,Get Carter,"['Thriller', 'Action', 'Crime', 'Drama']","['Mike Hodges', 'Ted Lewis']",Get_Carter,67128,./data/IMSDB/texts/Get_Carter.txt,,,,,,,,,,,,,
439,Get Out,"['Horror', 'Mystery', 'Thriller']",['Jordan Peele'],Get_Out,5052448,./data/IMSDB/texts/Get_Out.txt,,,,,,,,,,,,,
440,Get Shorty,"['Action', 'Comedy', 'Crime', 'Drama']",['Scott Frank'],Get_Shorty,5761496,./data/IMSDB/texts/Get_Shorty.txt,,,,,,,,,,,,,
441,"Getaway, The","['Action', 'Crime', 'Drama', 'Thriller']",['Walter Hill'],Getaway,3205802,./data/IMSDB/texts/Getaway.txt,,,,,,,,,,,,,
443,"Ghost and the Darkness, The","['Action', 'Adventure', 'Drama', 'Thriller']",['William Goldman'],Ghost_and_the_Darkness,116409,./data/IMSDB/texts/Ghost_and_the_Darkness.txt,,,,,,,,,,,,,
444,Ghost Rider,"['Action', 'Fantasy', 'Thriller']",['David S. Goyer'],Ghost_Rider,259324,./data/IMSDB/texts/Ghost_Rider.txt,,,,,,,,,,,,,
448,Ghostbusters 2,"['Sci-Fi', 'Comedy', 'Action', 'Adventure']","['Dan Aykroyd', 'Harold Ramis']",Ghostbusters_2,97428,./data/IMSDB/texts/Ghostbusters_2.txt,https://www.boxofficemojo.com/release/rl3629483521,Columbia Pictures,"29,472,894","2,410","Jun 16, 1989",199 days,,108.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']","2,410","112,494,738","215,394,738",
460,"Good Girl, The","['Drama', 'Comedy']",['Mike White'],Good_Girl,6474378,./data/IMSDB/texts/Good_Girl.txt,,,,,,,,,,,,,
463,Grabbers,"['Comedy', 'Horror', 'Sci-Fi']",['Kevin Lehane'],Grabbers,1525366,./data/IMSDB/texts/Grabbers.txt,,,,,,,,,,,,,
464,"Graduate, The","['Comedy', 'Drama', 'Romance']",['Buck Henry'],Graduate,61722,./data/IMSDB/texts/Graduate.txt,https://www.boxofficemojo.com/release/rl660047361,Strand Releasing,"37,948",2,"Feb 14, 1997",321 days,PG,106.0,"['Comedy', 'Drama', 'Romance']",2,"259,279","259,279",
466,Grand Hotel,"['Drama', 'Romance']",['Bela Balazs'],Grand_Hotel,2006421,./data/IMSDB/texts/Grand_Hotel.txt,,,,,,,,,,,,,
467,Grand Theft Parsons,"['Drama', 'Comedy']",['Jeremy Drysdale'],Grand_Theft_Parsons,338075,./data/IMSDB/texts/Grand_Theft_Parsons.txt,,,,,,,,,,,,,
468,"Grapes of Wrath, The",['Drama'],['Nunnally Johnson'],Grapes_of_Wrath,32551,./data/IMSDB/texts/Grapes_of_Wrath.txt,,,,,,,,,,,,,
473,Gremlins 2,"['Comedy', 'Fantasy', 'Horror', 'Sci-Fi']",['Charlie Haas'],Gremlins_2,99700,./data/IMSDB/texts/Gremlins_2.txt,https://www.boxofficemojo.com/release/rl3109520897,Warner Bros.,"9,702,804","2,075","Jun 15, 1990",200 days,,106.0,"['Comedy', 'Fantasy', 'Horror']","2,155","41,482,207","41,482,207",
474,"Grifters, The","['Crime', 'Drama']",['Donald E. Westlake'],Grifters,99703,./data/IMSDB/texts/Grifters.txt,https://www.boxofficemojo.com/release/rl3025634817,Miramax,"71,034",2,"(Wide)Dec 7, 1990",390 days,,110.0,"['Crime', 'Drama', 'Thriller']",780,"13,446,769","13,446,769",
479,Hackers,"['Action', 'Crime', 'Drama', 'Thriller']",['Rafael Moreu'],Hackers,113243,./data/IMSDB/texts/Hackers.txt,https://www.boxofficemojo.com/release/rl3730277889,Metro-Goldwyn-Mayer (MGM),"3,173,101","1,812","Sep 15, 1995",108 days,PG-13,105.0,"['Comedy', 'Crime', 'Drama', 'Thriller']","1,812","7,563,728","7,563,728",
485,Hanna,"['Action', 'Crime', 'Mystery']",['Seth Lochead'],Hanna,6932244,./data/IMSDB/texts/Hanna.txt,,,,,,,,,,,,,
486,Hannah and Her Sisters,"['Comedy', 'Drama', 'Romance']",['Woody Allen'],Hannah_and_Her_Sisters,91167,./data/IMSDB/texts/Hannah_and_Her_Sisters.txt,https://www.boxofficemojo.com/release/rl307660289,Orion Pictures,"1,265,826",54,"(Wide)Feb 7, 1986",328 days,,107.0,"['Comedy', 'Drama']",761,"35,392,203","35,392,203",
487,Hannibal,"['Horror', 'Thriller']",['Steven Zaillian'],Hannibal,2243973,./data/IMSDB/texts/Hannibal.txt,,,,,,,,,,,,,
488,"Happy Birthday, Wanda June",['Comedy'],['Kurt Vonnegut Jr.'],Happy_Birthday,67180,./data/IMSDB/texts/Happy_Birthday.txt,,,,,,,,,,,,,
491,Hard to Kill,"['Action', 'Romance']","['Steven Pressfield', 'Ronald Shusett', 'Steven Seagal']",Hard_to_Kill,99739,./data/IMSDB/texts/Hard_to_Kill.txt,https://www.boxofficemojo.com/release/rl1364624897,Warner Bros.,"9,213,631","1,301","Feb 9, 1990",326 days,,96.0,"['Action', 'Crime', 'Drama', 'Thriller']","1,508","47,410,827","47,410,827",
493,"Haunting, The","['Horror', 'Mystery', 'Thriller']","['David Self', 'Michael Tolkin']",Haunting,10970552,./data/IMSDB/texts/Haunting.txt,,,,,,,,,,,,,
495,Heat,"['Action', 'Crime', 'Drama', 'Thriller']",['Michael Mann'],Heat,113277,./data/IMSDB/texts/Heat.txt,https://www.boxofficemojo.com/release/rl3797321217,Warner Bros.,"8,445,656","1,325","Dec 15, 1995",383 days,R,170.0,"['Crime', 'Drama', 'Thriller']","1,704","67,436,818","187,436,818",
496,Heathers,['Comedy'],['Daniel Waters'],Heathers,97493,./data/IMSDB/texts/Heathers.txt,https://www.boxofficemojo.com/release/rl3864430081,New World Pictures,"177,247",35,"Mar 31, 1989",276 days,,103.0,"['Comedy', 'Crime']",54,"1,108,462","1,108,462",
498,Heavy Metal,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Horror', 'Sci-Fi']","['Dan Goldberg', 'Len Blum']",Heavy_Metal,82509,./data/IMSDB/texts/Heavy_Metal.txt,https://www.boxofficemojo.com/release/rl3377890817,Sony Pictures Entertainment (SPE),"204,660",54,"Mar 8, 1996",299 days,,86.0,"['Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",54,"546,545","546,545",
501,Hellbound: Hellraiser II,"['Horror', 'Thriller']","['Peter Atkins', 'Clive Barker']",Hellbound:_Hellraiser_II,95294,./data/IMSDB/texts/Hellbound:_Hellraiser_II.txt,https://www.boxofficemojo.com/release/rl777618945,New World Pictures,"3,185,511","1,180","Dec 23, 1988",374 days,,97.0,"['Horror', 'Thriller']","1,187","12,090,735","12,090,735",
502,Hellboy,"['Adventure', 'Horror', 'Sci-Fi', 'Action']","['Mike Mignola', 'Guillermo del Toro', 'Peter Briggs']",Hellboy,2274648,./data/IMSDB/texts/Hellboy.txt,,,,,,,,,,,,,
503,Hellboy 2: The Golden Army,"['Action', 'Adventure', 'Fantasy']",['Guillermo del Toro'],Hellboy_2:_The_Golden_Army,411477,./data/IMSDB/texts/Hellboy_2:_The_Golden_Army.txt,,,,,,,,,,,,,
505,Hellraiser 3: Hell on Earth,"['Fantasy', 'Horror']","['Peter Atkins', 'Tony Randel']",Hellraiser_3:_Hell_on_Earth,104409,./data/IMSDB/texts/Hellraiser_3:_Hell_on_Earth.txt,https://www.boxofficemojo.com/release/rl744064513,Miramax,"3,208,009",862,"Sep 11, 1992",112 days,R,97.0,['Horror'],898,"12,534,961","12,534,961",
506,Hellraiser: Deader,"['Horror', 'Mystery', 'Thriller']","['Clive Barker', 'Neal Marshall Stevens', 'Tim Day']",Hellraiser:_Deader,337636,./data/IMSDB/texts/Hellraiser:_Deader.txt,,,,,,,,,,,,,
507,Hellraiser: Hellseeker,['Horror'],"['Carl Dupre', 'Clive Barker']",Hellraiser:_Hellseeker,274546,./data/IMSDB/texts/Hellraiser:_Hellseeker.txt,,,,,,,,,,,,,
509,Henry Fool,"['Comedy', 'Drama']",['Hal Hartley'],Henry_Fool,122529,./data/IMSDB/texts/Henry_Fool.txt,https://www.boxofficemojo.com/release/rl660178433,Sony Pictures Classics,"40,939",2,"Jun 19, 1998",196 days,R,137.0,"['Comedy', 'Drama']",51,"1,338,335","1,338,335",
510,Henry's Crime,"['Crime', 'Drama']",['Sacha Gervasi'],Henry's_Crime,1220888,./data/IMSDB/texts/Henry's_Crime.txt,https://www.boxofficemojo.com/release/rl458851841,Moving Pictures Film and Television,"8,726",2,"Apr 8, 2011",268 days,R,108.0,"['Comedy', 'Crime', 'Drama', 'Romance']",8,"102,541","2,169,799",
517,His Girl Friday,"['Comedy', 'Romance', 'Drama']","['Ben Hecht', 'Charles MacArthur']",His_Girl_Friday,32599,./data/IMSDB/texts/His_Girl_Friday.txt,,,,,,,,,,,,,
518,Hitchcock,['Drama'],"['John J. McLaughlin', 'Stephen Rebello']",Hitchcock,975645,./data/IMSDB/texts/Hitchcock.txt,https://www.boxofficemojo.com/release/rl2623112705,Fox Searchlight Pictures,"287,715",17,"Nov 23, 2012",404 days,PG-13,98.0,"['Biography', 'Drama', 'Romance']",561,"6,008,677","27,039,669",
521,Honeydripper,"['Drama', 'Musical']",['John Sayles'],Honeydripper,11867968,./data/IMSDB/texts/Honeydripper.txt,,,,,,,,,,,,,
524,"Hospital, The","['Comedy', 'Drama']",['Paddy Chayefsky'],Hospital,56758,./data/IMSDB/texts/Hospital.txt,,,,,,,,,,,,,
534,Human Nature,['Comedy'],['Charlie Kaufman'],Human_Nature,219822,./data/IMSDB/texts/Human_Nature.txt,https://www.boxofficemojo.com/release/rl2388166145,Fine Line Features,"297,340",224,"Apr 12, 2002",264 days,R,96.0,"['Comedy', 'Drama']",224,"705,308","1,574,660",
548,In the Loop,['Comedy'],"['Jesse Armstrong', 'Simon Blackwell', 'Armando Iannucci', 'Tony Roche']",In_the_Loop,1226774,./data/IMSDB/texts/In_the_Loop.txt,https://www.boxofficemojo.com/release/rl660243969,IFC Films,"191,866",8,"Jul 24, 2009",161 days,,106.0,['Comedy'],92,"2,388,804","7,787,487",
550,"Incredibles, The","['Animation', 'Family', 'Adventure', 'Action', 'Comedy', 'Sci-Fi']",['Brad Bird'],Incredibles,3606756,./data/IMSDB/texts/Incredibles.txt,https://www.boxofficemojo.com/release/rl2071758337,Walt Disney Studios Motion Pictures,"182,687,905","4,410","Jun 15, 2018",203 days,PG,118.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']","4,410","608,581,744","1,242,805,359",
556,"Informant, The","['Comedy', 'Drama', 'Thriller']","['Scott Z. Burns', 'Kurt Eichenwald']",Informant,1833116,./data/IMSDB/texts/Informant.txt,,,,,,,,,,,,,
558,"Insider, The","['Drama', 'Thriller']","['Eric Roth', 'Michael Mann']",Insider,6051216,./data/IMSDB/texts/Insider.txt,,,,,,,,,,,,,
560,Insomnia,"['Crime', 'Drama', 'Thriller']",['Hilary Seitz'],Insomnia,3174376,./data/IMSDB/texts/Insomnia.txt,,,,,,,,,,,,,
566,Inventing the Abbotts,"['Drama', 'Romance']",['Ken Hixon'],Inventing_the_Abbotts,119381,./data/IMSDB/texts/Inventing_the_Abbotts.txt,https://www.boxofficemojo.com/release/rl123373057,Twentieth Century Fox,"2,301,138",898,"Apr 4, 1997",272 days,R,110.0,"['Drama', 'Romance']",898,"5,936,344","5,936,344",
569,"Iron Lady, The",['Drama'],['Abi Morgan'],Iron_Lady,1007029,./data/IMSDB/texts/Iron_Lady.txt,https://www.boxofficemojo.com/release/rl1733985793,The Weinstein Company,"220,409",4,"(Wide)Dec 30, 2011",368 days,PG-13,105.0,"['Biography', 'Drama']","1,244","30,017,992","115,890,699",
572,It Happened One Night,"['Romance', 'Comedy']","['Samuel Hopkins Adams', 'Robert Riskin']",It_Happened_One_Night,25316,./data/IMSDB/texts/It_Happened_One_Night.txt,,,,,,,,,,,,,
573,It Happened One Night,"['Romance', 'Comedy']","['Samuel Hopkins Adams', 'Robert Riskin']",It_Happened_One_Night,25316,./data/IMSDB/texts/It_Happened_One_Night.txt,,,,,,,,,,,,,
574,It's a Wonderful Life,"['Drama', 'Family', 'Fantasy', 'Romance']","['Frank Capra', 'Frances Goodrich', 'Albert Hackett', 'Jo Swerling']",It's_a_Wonderful_Life,38650,./data/IMSDB/texts/It's_a_Wonderful_Life.txt,,,,,,,,,,,,,
579,Jacob's Ladder,"['Drama', 'Thriller']",['Bruce Joel Rubin'],Jacob's_Ladder,99871,./data/IMSDB/texts/Jacob's_Ladder.txt,https://www.boxofficemojo.com/release/rl4267345409,TriStar Pictures,"7,500,760","1,052","Nov 2, 1990",63 days,,113.0,"['Drama', 'Horror', 'Mystery']","1,264","26,118,851","26,118,851",
580,Jane Eyre,"['Drama', 'Romance']",['Moira Buffini'],Jane_Eyre,1229822,./data/IMSDB/texts/Jane_Eyre.txt,,,,,,,,,,,,,
585,Jennifer Eight,"['Thriller', 'Mystery']",['Bruce Robinson'],Jennifer_Eight,104549,./data/IMSDB/texts/Jennifer_Eight.txt,https://www.boxofficemojo.com/release/rl1063093761,Paramount Pictures,"3,619,666",967,"Nov 6, 1992",63 days,R,124.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","1,002","11,390,479","11,390,479",
588,Jeux Interdits,"['Drama', 'War']","['Jean Aurenche', 'Pierre Bost', 'François Boyer', 'René Clément']",Jeux_Interdits,43686,./data/IMSDB/texts/Jeux_Interdits.txt,https://www.boxofficemojo.com/release/rl1850902017,Rialto Pictures,"4,316",1,"Apr 24, 2015",252 days,,86.0,"['Comedy', 'Drama', 'War']",1 theater,"19,889","19,889",
590,Jimmy and Judy,['Action'],"['Randall Rubin', 'Jon Schroder']",Jimmy_and_Judy,1332273,./data/IMSDB/texts/Jimmy_and_Judy.txt,,,,,,,,,,,,,
599,Kafka,['Drama'],['Lem Dobbs'],Kafka,102181,./data/IMSDB/texts/Kafka.txt,https://www.boxofficemojo.com/release/rl3831334401,Miramax,"40,814",2,"Dec 4, 1991",394 days,,98.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",32,"1,059,071","1,059,071",
600,Kalifornia,"['Crime', 'Thriller']",['Tim Metcalfe'],Kalifornia,107302,./data/IMSDB/texts/Kalifornia.txt,https://www.boxofficemojo.com/release/rl3680339457,Gramercy Pictures (I),"1,159,133",359,"Sep 3, 1993",120 days,R,117.0,"['Crime', 'Drama', 'Thriller']",359,"2,395,231","2,395,231",
604,Kill Bill Volume 1 & 2,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",['Quentin Tarantino'],Kill_Bill_Volume_1_&_2,422704,./data/IMSDB/texts/Kill_Bill_Volume_1_&_2.txt,,,,,,,,,,,,,
605,Kill Your Darlings,"['Drama', 'Romance']","['John Krokidas', 'Austin Bunn']",Kill_Your_Darlings,1311071,./data/IMSDB/texts/Kill_Your_Darlings.txt,https://www.boxofficemojo.com/release/rl2136770049,Sony Pictures Classics,"53,452",4,"Oct 16, 2013",442 days,R,104.0,"['Biography', 'Drama', 'Romance', 'Thriller']",78,"1,030,064","1,877,924",
608,"King of Comedy, The","['Comedy', 'Crime', 'Drama']",['Paul D. Zimmerman'],King_of_Comedy,188766,./data/IMSDB/texts/King_of_Comedy.txt,,,,,,,,,,,,,
610,"Kingdom, The","['Action', 'Drama', 'Thriller']",['Matthew Michael Carnahan'],Kingdom,3673794,./data/IMSDB/texts/Kingdom.txt,,,,,,,,,,,,,
611,Klute,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Andy Lewis', 'David Lewis']",Klute,67309,./data/IMSDB/texts/Klute.txt,,,,,,,,,,,,,
613,Kramer vs Kramer,['Drama'],['Robert Benton'],Kramer_vs_Kramer,79417,./data/IMSDB/texts/Kramer_vs_Kramer.txt,,,,,,,,,,,,,
618,Labor of Love,"['Drama', 'Romance']",['M. Night Shyamalan'],Labor_of_Love,6044108,./data/IMSDB/texts/Labor_of_Love.txt,,,,,,,,,,,,,
619,Labyrinth,"['Family', 'Fantasy', 'Adventure', 'Musical']","['Dennis Lee', 'Jim Henson', 'Terry Jones', 'Elaine May']",Labyrinth,91369,./data/IMSDB/texts/Labyrinth.txt,https://www.boxofficemojo.com/release/rl3277620737,TriStar Pictures,"3,549,243","1,141","Jun 27, 1986",188 days,,101.0,"['Adventure', 'Family', 'Fantasy', 'Musical']","1,141","12,729,917","12,906,759",
624,"Last Boy Scout, The","['Action', 'Thriller']",['Shane Black'],Last_Boy_Scout,102266,./data/IMSDB/texts/Last_Boy_Scout.txt,https://www.boxofficemojo.com/release/rl1600095745,Warner Bros.,"7,923,669","1,823","Dec 13, 1991",385 days,R,105.0,"['Action', 'Comedy', 'Crime', 'Thriller']","1,823","59,509,925","59,509,925",
625,Last Chance Harvey,"['Drama', 'Romance']",['Joel Hopkins'],Last_Chance_Harvey,1046947,./data/IMSDB/texts/Last_Chance_Harvey.txt,https://www.boxofficemojo.com/release/rl1398769153,Overture Films,"97,260",6,"(Wide)Dec 25, 2008",372 days,PG-13,93.0,"['Drama', 'Romance']","1,108","14,889,042","32,566,966",
626,"Last Flight, The",['Drama'],['John Monk Saunders'],Last_Flight,2845056,./data/IMSDB/texts/Last_Flight.txt,,,,,,,,,,,,,
630,Last Tango in Paris,"['Drama', 'Romance']","['Bernardo Bertolucci', 'Franco Arcalli']",Last_Tango_in_Paris,70849,./data/IMSDB/texts/Last_Tango_in_Paris.txt,https://www.boxofficemojo.com/release/rl2287961601,United Artists,"1,250,000",Budget,"Jan 27, 1973","1,069 days",NC-17,129.0,"['Drama', 'Romance']","IMDbPro
                    See more details at IMDbPro","36,144,000","36,144,000",
632,Le Diable par la Queue,['Comedy'],"['Daniel Boulanger', 'Claude Sautet']",Le_Diable_par_la_Queue,16816,./data/IMSDB/texts/Le_Diable_par_la_Queue.txt,,,,,,,,,,,,,
636,Legion,"['Action', 'Fantasy', 'Horror', 'Thriller']","['Peter Schink', 'Scott Stewart']",Legion,5114356,./data/IMSDB/texts/Legion.txt,,,,,,,,,,,,,
