,Title,IMSDB-Genres,Writers,Movie-Title,IMDB-ID,Filename,BOM-url,Distributor,OW-Revenue,OW-Opens,Release-Date,Days-in-Release,MPAA,Runtime,Genres,Widest-Release,Domestic-Total,WorldWide-Total,Budget
206,Breaking Away,"['Comedy', 'Drama']",['Steve Tesich'],Breaking_Away,78902,./data/IMSDB/texts/Breaking_Away.txt,https://www.boxofficemojo.com/release/rl3477505537,Twentieth Century Fox,"17,702",1,13-Jul-79,172 days,,101,"['Comedy', 'Drama', 'Romance', 'Sport']",95,"16,424,918","16,424,918","2,300,000"
207,Brick,"['Drama', 'Mystery']",['Rian Johnson'],Brick,1623205,./data/IMSDB/texts/Brick.txt,https://www.boxofficemojo.com/release/rl1567196673,Walt Disney Studios Motion Pictures,"79,110,453","3,912",8-Mar-13,299 days,PG,130,"['Adventure', 'Family', 'Fantasy']","3,912","234,911,825","493,311,825","215,000,000"
208,Bridesmaids,['Comedy'],['Annie Mumolo'],Bridesmaids,1478338,./data/IMSDB/texts/Bridesmaids.txt,https://www.boxofficemojo.com/release/rl2000848385,Universal Pictures,"26,247,410","2,918",13-May-11,233 days,R,125,"['Comedy', 'Romance']","2,958","169,106,725","288,383,523","32,500,000"
209,Bringing Out the Dead,['Drama'],['Paul Schrader'],Bringing_Out_the_Dead,163988,./data/IMSDB/texts/Bringing_Out_the_Dead.txt,https://www.boxofficemojo.com/release/rl2034861569,Paramount Pictures,"6,193,052","1,936",22-Oct-99,437 days,R,121,"['Drama', 'Thriller']","1,967","16,797,191","16,797,191","55,000,000"
210,Broadcast News,"['Comedy', 'Drama', 'Romance']",['James L. Brooks'],Broadcast_News,92699,./data/IMSDB/texts/Broadcast_News.txt,https://www.boxofficemojo.com/release/rl1967752705,Twentieth Century Fox,"197,542",7,"(Wide)Dec 18, 1987",380 days,,133,"['Comedy', 'Drama', 'Romance']",848,"51,249,404","67,331,309","20,000,000"
211,Broken Arrow,"['Action', 'Adventure', 'Thriller']",['Graham Yost'],Broken_Arrow,115759,./data/IMSDB/texts/Broken_Arrow.txt,https://www.boxofficemojo.com/release/rl1850312193,Twentieth Century Fox,"15,583,510","2,388",9-Feb-96,327 days,R,108,"['Action', 'Adventure', 'Thriller']","2,392","70,770,147","150,270,147","65,000,000"
212,Broken Embraces,"['Drama', 'Romance', 'Thriller']",['Pedro Almodovar'],Broken_Embraces,913425,./data/IMSDB/texts/Broken_Embraces.txt,https://www.boxofficemojo.com/release/rl1816757761,Sony Pictures Classics,"107,111",2,20-Nov-09,407 days,R,127,"['Drama', 'Romance', 'Thriller']",202,"5,014,305","37,472,507","18,000,000"
213,"Brothers Bloom, The","['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",['Rian Johnson'],Brothers_Bloom,844286,./data/IMSDB/texts/Brothers_Bloom.txt,https://www.boxofficemojo.com/release/rl1229555201,Summit Entertainment,"90,400",4,15-May-09,231 days,PG-13,114,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",209,"3,531,756","5,530,764","20,000,000"
214,Bruce Almighty,"['Comedy', 'Fantasy', 'Romance']","['Steve Koren', ""Mark O'Keefe"", 'Steve Oedekerk']",Bruce_Almighty,315327,./data/IMSDB/texts/Bruce_Almighty.txt,https://www.boxofficemojo.com/release/rl3142157825,Universal Pictures,"67,953,330","3,483",23-May-03,224 days,PG-13,101,"['Comedy', 'Fantasy']","3,549","242,829,261","484,592,874","81,000,000"
215,Buffy the Vampire Slayer,"['Action', 'Comedy', 'Horror']",['Joss Whedon'],Buffy_the_Vampire_Slayer,118276,./data/IMSDB/texts/Buffy_the_Vampire_Slayer.txt,,,,,,,,,,,,,"7,000,000"
216,Bull Durham,"['Comedy', 'Drama', 'Romance']",['Ron Shelton'],Bull_Durham,94812,./data/IMSDB/texts/Bull_Durham.txt,https://www.boxofficemojo.com/release/rl2286519809,Orion Pictures,"5,009,301","1,238",17-Jun-88,198 days,,108,"['Comedy', 'Romance', 'Sport']","1,297","50,888,729","50,888,729","9,000,000"
217,Buried,"['Drama', 'Mystery', 'Thriller']",['Chris Sparling'],Buried,1462758,./data/IMSDB/texts/Buried.txt,https://www.boxofficemojo.com/release/rl4232676865,Lionsgate,"100,268",11,24-Sep-10,105 days,R,95,"['Drama', 'Mystery', 'Thriller']",107,"1,044,143","19,439,764","1,987,650"
218,Burlesque,"['Drama', 'Musical', 'Romance']",['Steven Antin'],Burlesque,1126591,./data/IMSDB/texts/Burlesque.txt,https://www.boxofficemojo.com/release/rl4266231297,Screen Gems,"11,947,744","3,037",24-Nov-10,403 days,PG-13,119,"['Drama', 'Music', 'Musical', 'Romance']","3,037","39,440,655","89,519,773","55,000,000"
219,Burn After Reading,"['Comedy', 'Crime']","['Joel Coen', 'Ethan Coen']",Burn_After_Reading,887883,./data/IMSDB/texts/Burn_After_Reading.txt,https://www.boxofficemojo.com/release/rl4081681921,Focus Features,"19,128,001","2,651",12-Sep-08,112 days,R,96,"['Comedy', 'Crime', 'Drama', 'Thriller']","2,657","60,355,347","163,728,902","37,000,000"
221,"Butterfly Effect, The","['Drama', 'Thriller', 'Fantasy']","['J. Mackye Gruber', 'Eric Bress']",Butterfly_Effect,289879,./data/IMSDB/texts/Butterfly_Effect.txt,https://www.boxofficemojo.com/release/rl3511256577,New Line Cinema,"17,100,000","2,605",23-Jan-04,344 days,R,113,"['Drama', 'Sci-Fi', 'Thriller']","2,605","57,938,693","96,822,421","13,000,000"
222,Cable Guy,"['Comedy', 'Drama', 'Thriller']","['Lou Holtz Jr.', 'Judd Apatow']",Cable_Guy,115798,./data/IMSDB/texts/Cable_Guy.txt,https://www.boxofficemojo.com/release/rl3276375553,Sony Pictures Entertainment (SPE),"19,806,226","2,657",14-Jun-96,201 days,PG-13,96,"['Comedy', 'Drama', 'Thriller']","2,657","60,240,295","102,825,796","47,000,000"
224,Capote,"['Crime', 'Drama']",['Dan Futterman'],Capote,379725,./data/IMSDB/texts/Capote.txt,https://www.boxofficemojo.com/release/rl2118682113,Sony Pictures Classics,"324,857",12,"(Wide)Sep 30, 2005",458 days,R,114,"['Biography', 'Crime', 'Drama', 'History']","1,239","28,750,530","49,327,405","7,000,000"
225,Carrie,"['Horror', 'Thriller']","['Lawrence D. Cohen', 'Stephen King']",Carrie,74285,./data/IMSDB/texts/Carrie.txt,,,,,,,,,,,,,"1,800,000"
226,Cars 2,"['Animation', 'Action', 'Adventure']",['Ben Queen'],Cars_2,1216475,./data/IMSDB/texts/Cars_2.txt,https://www.boxofficemojo.com/release/rl3091760641,Walt Disney Studios Motion Pictures,"66,135,507","4,115",24-Jun-11,196 days,G,106,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']","4,115","191,452,396","559,852,396","200,000,000"
227,Case 39,"['Horror', 'Mystery', 'Thriller']",['Ray Wright'],Case_39,795351,./data/IMSDB/texts/Case_39.txt,https://www.boxofficemojo.com/release/rl3041428993,Paramount Vantage,"5,350,570","2,211",1-Oct-10,98 days,R,109,"['Horror', 'Mystery', 'Thriller']","2,212","13,261,851","28,190,603","26,000,000"
228,Casino,['Crime'],"['Nicholas Pileggi', 'Martin Scorsese']",Casino,112641,./data/IMSDB/texts/Casino.txt,https://www.boxofficemojo.com/release/rl2873656833,Universal Pictures,"9,946,480","1,616",22-Nov-95,406 days,R,178,"['Crime', 'Drama']","1,631","42,512,375","116,112,375","52,000,000"
229,Cast Away,"['Adventure', 'Drama']",['William Broyles Jr.'],Cast_Away,162222,./data/IMSDB/texts/Cast_Away.txt,https://www.boxofficemojo.com/release/rl2772993537,Twentieth Century Fox,"28,883,406","2,774",22-Dec-00,375 days,PG-13,143,"['Adventure', 'Drama', 'Romance']","3,061","233,632,142","429,632,142","90,000,000"
230,Catch Me If You Can,"['Crime', 'Drama']",['Jeff Nathanson'],Catch_Me_If_You_Can,264464,./data/IMSDB/texts/Catch_Me_If_You_Can.txt,https://www.boxofficemojo.com/release/rl2672330241,DreamWorks Distribution,"30,053,627","3,156",25-Dec-02,372 days,PG-13,141,"['Biography', 'Crime', 'Drama']","3,225","164,615,351","352,114,312","52,000,000"
231,Catwoman,"['Action', 'Crime']",['Daniel Waters'],Catwoman,327554,./data/IMSDB/texts/Catwoman.txt,https://www.boxofficemojo.com/release/rl2236122625,Warner Bros.,"16,728,411","3,117",23-Jul-04,162 days,PG-13,104,"['Action', 'Crime', 'Fantasy']","3,117","40,202,379","82,102,379","100,000,000"
232,Cecil B. Demented,"['Comedy', 'Crime', 'Thriller']",['John Waters'],Cecil_B,173716,./data/IMSDB/texts/Cecil_B.txt,https://www.boxofficemojo.com/release/rl4098393601,Artisan Entertainment,"127,141",9,11-Aug-00,143 days,R,87,"['Comedy', 'Crime', 'Thriller']",82,"1,284,646","1,961,544","10,000,000"
233,Cedar Rapids,['Comedy'],['Phil Johnston'],Cedar_Rapids,1477837,./data/IMSDB/texts/Cedar_Rapids.txt,https://www.boxofficemojo.com/release/rl4115170817,Fox Searchlight Pictures,"302,968",15,11-Feb-11,324 days,R,87,['Comedy'],462,"6,861,102","7,728,936","10,000,000"
234,Celeste & Jesse Forever,"['Comedy', 'Drama', 'Romance']","['Rashida Jones', 'Will McCormack']",Celeste_&_Jesse_Forever,1405365,./data/IMSDB/texts/Celeste_&_Jesse_Forever.txt,https://www.boxofficemojo.com/release/rl3913844225,Sony Pictures Classics,"107,785",4,3-Aug-12,154 days,R,92,"['Comedy', 'Drama', 'Romance']",586,"3,094,813","3,640,975","840,000"
235,"Cell, The","['Horror', 'Sci-Fi', 'Thriller']",['Mark Protosevich'],Cell,209958,./data/IMSDB/texts/Cell.txt,https://www.boxofficemojo.com/release/rl3964175873,New Line Cinema,"17,515,050","2,411",18-Aug-00,140 days,R,107,"['Horror', 'Sci-Fi', 'Thriller']","2,476","61,334,059","104,155,843","33,000,000"
236,Cellular,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Larry Cohen', 'Chris Morgan', 'J. Mackye Gruber', 'Eric Bress']",Cellular,337921,./data/IMSDB/texts/Cellular.txt,https://www.boxofficemojo.com/release/rl3980953089,New Line Cinema,"10,600,000","2,749",10-Sep-04,119 days,PG-13,94,"['Action', 'Crime', 'Mystery', 'Thriller']","2,763","32,003,620","57,678,321","25,000,000"
237,"Change-Up, The",['Comedy'],"['Jon Lucas', 'Scott Moore']",Change-Up,1488555,./data/IMSDB/texts/Change-Up.txt,https://www.boxofficemojo.com/release/rl978028033,Universal Pictures,"13,531,115","2,913",5-Aug-11,149 days,R,112,"['Comedy', 'Fantasy']","2,913","37,081,475","75,450,437","52,000,000"
238,Changeling,"['Crime', 'Drama', 'Mystery']",['J Michael Straczynski'],Changeling,824747,./data/IMSDB/texts/Changeling.txt,https://www.boxofficemojo.com/release/rl944473601,Universal Pictures,"489,015",15,"(Wide)Oct 24, 2008",434 days,R,141,"['Biography', 'Crime', 'Drama', 'History', 'Mystery', 'Thriller']","1,896","35,739,802","113,398,237","55,000,000"
239,Chaos,"['Action', 'Crime', 'Drama', 'Thriller']",['Tony Giglio'],Chaos,8267604,./data/IMSDB/texts/Chaos.txt,https://www.boxofficemojo.com/release/rl4228154881,Sony Pictures Classics,"24,988",3,14-Dec-18,383 days,R,126,['Drama'],136,"1,661,096","64,417,003","25,000,000"
240,Charade,"['Comedy', 'Mystery', 'Romance', 'Thriller']",['Peter Stone'],Charade,56923,./data/IMSDB/texts/Charade.txt,,,,,,,,,,,,,"3,000,000"
241,Charlie's Angels,"['Action', 'Comedy']","['Ed Solomon', 'John August', 'Zak Penn']",Charlie's_Angels,5033998,./data/IMSDB/texts/Charlie's_Angels.txt,https://www.boxofficemojo.com/release/rl1476625921,Sony Pictures Entertainment (SPE),"8,351,109","3,452",15-Nov-19,360 days,PG-13,118,"['Action', 'Adventure', 'Comedy']","3,452","17,803,077","73,279,888","48,000,000"
242,Chasing Amy,"['Comedy', 'Romance']",['Kevin Smith'],Chasing_Amy,118842,./data/IMSDB/texts/Chasing_Amy.txt,https://www.boxofficemojo.com/release/rl306939393,Miramax,"52,446",3,4-Apr-97,272 days,R,113,"['Comedy', 'Drama', 'Romance']",553,"12,021,272","12,021,272","250,000"
244,Cherry Falls,"['Horror', 'Thriller', 'Comedy', 'Mystery']",['Ken Selden'],Cherry_Falls,175526,./data/IMSDB/texts/Cherry_Falls.txt,,,,,,,,,,,,,"14,000,000"
245,Chinatown,"['Crime', 'Mystery', 'Thriller']",['Robert Towne'],Chinatown,71315,./data/IMSDB/texts/Chinatown.txt,,,,,,,,,,,,,"6,000,000"
247,Chronicle,"['Drama', 'Sci-Fi', 'Thriller']","['Max Landis', 'Josh Trank']",Chronicle,1706593,./data/IMSDB/texts/Chronicle.txt,https://www.boxofficemojo.com/release/rl2487977473,Twentieth Century Fox,"22,004,098","2,907",3-Feb-12,333 days,PG-13,89,"['Drama', 'Sci-Fi', 'Thriller']","2,908","64,575,175","126,636,097","12,000,000"
248,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Action', 'Adventure', 'Drama', 'Family', 'Fantasy']","['C.S. Lewis', 'Ann Peacock']",Chronicles_of_Narnia:_The_Lion,363771,./data/IMSDB/texts/Chronicles_of_Narnia:_The_Lion.txt,https://www.boxofficemojo.com/release/rl2623833601,Walt Disney Studios Motion Pictures,"65,556,312","3,616",9-Dec-05,388 days,PG,143,"['Adventure', 'Family', 'Fantasy']","3,853","291,710,957","745,013,115","180,000,000"
249,"Cider House Rules, The","['Drama', 'Romance']",['John Irving'],Cider_House_Rules,124315,./data/IMSDB/texts/Cider_House_Rules.txt,https://www.boxofficemojo.com/release/rl2219542017,Miramax,"110,098",8,"(Wide)Dec 10, 1999",388 days,PG-13,126,"['Drama', 'Romance']","1,738","57,545,092","88,545,092","24,000,000"
251,Cinema Paradiso,"['Drama', 'Romance']",['Giuseppe Tornatore'],Cinema_Paradiso,95765,./data/IMSDB/texts/Cinema_Paradiso.txt,https://www.boxofficemojo.com/release/rl4048258561,Miramax,"16,552",1,2-Feb-90,333 days,R,155,['Drama'],124,"11,990,401","11,990,401","5,000,000"
252,Cirque du Freak: The Vampire's Assistant,"['Action', 'Adventure', 'Fantasy', 'Thriller']",['Brian Helgeland'],Cirque_du_Freak:_The_Vampire's_Assistant,450405,./data/IMSDB/texts/Cirque_du_Freak:_The_Vampire's_Assistant.txt,https://www.boxofficemojo.com/release/rl3930818049,Universal Pictures,"6,293,205","2,754",23-Oct-09,77 days,PG-13,119,"['Action', 'Adventure', 'Fantasy', 'Thriller']","2,754","13,869,515","39,291,383","40,000,000"
253,Citizen Kane,"['Drama', 'Mystery']","['Herman J. Mankiewicz', 'Orson Welles']",Citizen_Kane,33467,./data/IMSDB/texts/Citizen_Kane.txt,,,,,,,,,,,,,"686,033"
254,City of Joy,['Drama'],"['Gerald Brach', 'Roland Joffe']",City_of_Joy,103976,./data/IMSDB/texts/City_of_Joy.txt,https://www.boxofficemojo.com/release/rl3528164865,TriStar Pictures,"3,405,890",842,17-Apr-92,259 days,PG-13,132,['Drama'],919,"14,683,921","14,683,921","27,000,000"
255,Clash of the Titans,"['Action', 'Adventure', 'Drama', 'Fantasy']","['John Glenn', 'Travis Wright']",Clash_of_the_Titans,800320,./data/IMSDB/texts/Clash_of_the_Titans.txt,https://www.boxofficemojo.com/release/rl961185281,Warner Bros.,"61,235,105","3,777",2-Apr-10,274 days,PG-13,106,"['Action', 'Adventure', 'Fantasy']","3,802","163,214,888","493,214,993","125,000,000"
256,Clerks,"['Comedy', 'Drama']",['Kevin Smith'],Clerks,109445,./data/IMSDB/texts/Clerks.txt,https://www.boxofficemojo.com/release/rl776635905,Miramax,"31,665",2,19-Oct-94,79 days,R,92,['Comedy'],96,"3,151,130","3,151,130","27,000"
257,Cliffhanger,"['Action', 'Adventure', 'Thriller']",['Michael France'],Cliffhanger,106582,./data/IMSDB/texts/Cliffhanger.txt,https://www.boxofficemojo.com/release/rl608863745,TriStar Pictures,"16,176,967","2,333",28-May-93,218 days,R,113,"['Action', 'Adventure', 'Thriller']","2,431","84,049,211","255,000,211","70,000,000"
258,Clueless,"['Comedy', 'Romance']",['Amy Heckerling'],Clueless,112697,./data/IMSDB/texts/Clueless.txt,https://www.boxofficemojo.com/release/rl2068481537,Paramount Pictures,"10,612,443","1,653",21-Jul-95,164 days,PG-13,97,"['Comedy', 'Romance']","1,922","56,631,572","56,631,572","13,700,000"
260,Coco,"['Animation', 'Adventure', 'Comedy']","['Lee Unkrich', 'Jason Katz', 'Matthew Aldrich', 'Adrian Molina']",Coco,2380307,./data/IMSDB/texts/Coco.txt,https://www.boxofficemojo.com/release/rl3983050241,Walt Disney Studios Motion Pictures,"50,802,605","3,987",22-Nov-17,"1,083 days",PG,105,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Music', 'Mystery']","3,987","210,460,015","807,816,196","175,000,000"
261,Code of Silence,"['Action', 'Drama']","['Michael Butler', 'Dennis Shryack', 'Mike Gray', 'John Mason']",Code_of_Silence,88936,./data/IMSDB/texts/Code_of_Silence.txt,https://www.boxofficemojo.com/release/rl1481278977,Orion Pictures,"5,512,461","1,810",3-May-85,243 days,,101,"['Action', 'Crime', 'Drama', 'Thriller']","1,810","20,345,361","20,345,361","7,000,000"
262,Cold Mountain,"['Drama', 'War', 'Romance']","['Charles Frazier', 'Anthony Minghella']",Cold_Mountain,159365,./data/IMSDB/texts/Cold_Mountain.txt,https://www.boxofficemojo.com/release/rl1212843521,Miramax,"14,500,000","2,163",25-Dec-03,373 days,R,154,"['Adventure', 'Drama', 'History', 'Romance', 'War']","2,802","95,636,509","173,013,509","79,000,000"
263,Collateral,"['Action', 'Crime', 'Thriller']","['Stuart Beattie', 'Frank Darabont', 'Michael Mann']",Collateral,369339,./data/IMSDB/texts/Collateral.txt,,,,,,,,,,,,,"105,000,000"
264,Collateral Damage,"['Action', 'Thriller']",['Ronald Roose'],Collateral_Damage,233469,./data/IMSDB/texts/Collateral_Damage.txt,https://www.boxofficemojo.com/release/rl1347061249,Warner Bros.,"15,058,432","2,824",8-Feb-02,327 days,R,108,"['Action', 'Drama', 'Thriller']","2,824","40,077,257","78,382,433","85,000,000"
265,Colombiana,"['Action', 'Crime', 'Drama']","['Robert Mark Kamen', 'Luc Besson']",Colombiana,1657507,./data/IMSDB/texts/Colombiana.txt,https://www.boxofficemojo.com/release/rl3125446145,TriStar Pictures,"10,408,176","2,614",26-Aug-11,128 days,PG-13,108,"['Action', 'Drama', 'Thriller']","2,614","36,665,854","63,458,440","40,000,000"
266,Color of Night,"['Mystery', 'Romance', 'Thriller']","['Billy Ray', 'Matthew Chapman']",Color_of_Night,109456,./data/IMSDB/texts/Color_of_Night.txt,https://www.boxofficemojo.com/release/rl3108668929,Walt Disney Studios Motion Pictures,"6,610,488","1,740",19-Aug-94,135 days,R,121,"['Mystery', 'Romance', 'Thriller']","1,740","19,726,050","19,726,050","40,000,000"
267,Commando,"['Action', 'Thriller']",['Richard Tuggle'],Commando,88944,./data/IMSDB/texts/Commando.txt,https://www.boxofficemojo.com/release/rl2454357505,Twentieth Century Fox,"7,700,015","1,495",4-Oct-85,91 days,,90,"['Action', 'Adventure', 'Thriller']","1,504","35,100,000","57,491,000","10,000,000"
268,Conan the Barbarian,"['Action', 'Adventure', 'Fantasy']","['Thomas Dean Donnelly', 'Joshua Oppenheimer']",Conan_the_Barbarian,816462,./data/IMSDB/texts/Conan_the_Barbarian.txt,https://www.boxofficemojo.com/release/rl2269808129,Lionsgate,"10,021,215","3,015",19-Aug-11,135 days,R,113,"['Action', 'Adventure', 'Fantasy']","3,015","21,295,021","63,523,283","90,000,000"
269,Confessions of a Dangerous Mind,"['Crime', 'Drama']",['Charlie Kaufman'],Confessions_of_a_Dangerous_Mind,270288,./data/IMSDB/texts/Confessions_of_a_Dangerous_Mind.txt,https://www.boxofficemojo.com/release/rl4115301889,Miramax,"87,199",4,"(Wide)Dec 31, 2002",366 days,R,113,"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']","1,776","16,007,718","33,013,805","30,000,000"
270,Confidence,"['Crime', 'Drama']",['Doug Jung'],Confidence,310910,./data/IMSDB/texts/Confidence.txt,https://www.boxofficemojo.com/release/rl3964306945,Lionsgate,"4,800,000","1,871",25-Apr-03,251 days,R,97,"['Crime', 'Thriller']","1,871","12,251,640","23,014,206","15,000,000"
271,Constantine,"['Action', 'Thriller', 'Fantasy', 'Drama', 'Horror']","['Jamie Delano', 'Garth Ennis']",Constantine,360486,./data/IMSDB/texts/Constantine.txt,https://www.boxofficemojo.com/release/rl3511322113,Warner Bros.,"29,769,098","3,006",18-Feb-05,317 days,R,121,"['Action', 'Fantasy', 'Horror', 'Mystery']","3,006","75,976,178","230,884,728","100,000,000"
272,"Cooler, The","['Drama', 'Romance', 'Comedy']","['Frank Hannah', 'Wayne Kramer']",Cooler,318374,./data/IMSDB/texts/Cooler.txt,https://www.boxofficemojo.com/release/rl827164161,Lionsgate,"128,973",11,26-Nov-03,402 days,R,101,"['Drama', 'Romance']",408,"8,291,572","10,464,788","4,000,000"
273,Copycat,"['Crime', 'Horror', 'Mystery', 'Thriller']","['Frank Pierson', 'Ann Biderman', 'Jay Presson Allen']",Copycat,112722,./data/IMSDB/texts/Copycat.txt,https://www.boxofficemojo.com/release/rl776832513,Warner Bros.,"5,170,522","1,390",27-Oct-95,70 days,R,123,"['Drama', 'Mystery', 'Thriller']","1,661","32,051,917","32,051,917","20,000,000"
274,Coraline,"['Animation', 'Adventure', 'Family', 'Fantasy']","['Henry Selick', 'Neil Gaiman']",Coraline,327597,./data/IMSDB/texts/Coraline.txt,https://www.boxofficemojo.com/release/rl793609729,Focus Features,"16,849,640","2,299",6-Feb-09,329 days,PG,100,"['Animation', 'Drama', 'Family', 'Fantasy', 'Thriller']","2,320","75,286,229","124,596,837","60,000,000"
275,Coriolanus,"['Drama', 'Thriller', 'War']","['John Logan', 'William Shakespeare']",Coriolanus,1372686,./data/IMSDB/texts/Coriolanus.txt,https://www.boxofficemojo.com/release/rl575505921,The Weinstein Company,"61,136",9,20-Jan-12,347 days,R,123,"['Drama', 'Thriller', 'War']",21,"757,195","2,435,325","10,000,000"
276,Cowboys & Aliens,"['Action', 'Sci-Fi', 'Thriller']","['Alex Kurtzman', 'Roberto Orci', 'Damon Lindelof']",Cowboys_&_Aliens,409847,./data/IMSDB/texts/Cowboys_&_Aliens.txt,https://www.boxofficemojo.com/release/rl2085455361,Universal Pictures,"36,431,290","3,750",29-Jul-11,156 days,PG-13,119,"['Action', 'Sci-Fi', 'Thriller', 'Western']","3,754","100,240,551","174,822,325","163,000,000"
277,Cradle 2 the Grave,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","[""John O'Brian"", 'Channing Gibson']",Cradle_2_the_Grave,306685,./data/IMSDB/texts/Cradle_2_the_Grave.txt,https://www.boxofficemojo.com/release/rl1984792065,Warner Bros.,"16,521,468","2,625",28-Feb-03,307 days,R,101,"['Action', 'Crime', 'Drama', 'Thriller']","2,625","34,712,347","56,489,558","25,000,000"
278,Crank,"['Action', 'Crime', 'Drama', 'Thriller']","['Mark Neveldine', 'Brian Taylor']",Crank,479884,./data/IMSDB/texts/Crank.txt,https://www.boxofficemojo.com/release/rl1766688257,Lionsgate,"10,457,367","2,515",1-Sep-06,122 days,R,88,"['Action', 'Crime', 'Thriller']","2,515","27,838,408","42,931,041","12,000,000"
279,Crash,"['Drama', 'Thriller', 'Romance']","['J.G. Ballard', 'David Cronenberg']",Crash,375679,./data/IMSDB/texts/Crash.txt,https://www.boxofficemojo.com/release/rl1817019905,Lionsgate,"9,107,071","1,864",6-May-05,605 days,R,112,"['Crime', 'Drama', 'Thriller']","1,905","54,580,300","98,410,061","6,500,000"
280,"Crazy, Stupid, Love","['Comedy', 'Drama', 'Romance']",['Dan Fogelman'],Crazy,1570728,./data/IMSDB/texts/Crazy.txt,https://www.boxofficemojo.com/release/rl1515030017,Warner Bros.,"19,104,303","3,020",29-Jul-11,161 days,PG-13,118,"['Comedy', 'Drama', 'Romance']","3,020","84,351,197","145,051,197","50,000,000"
281,Crazylove,"['Drama', 'Romance']",['Carol Watson'],Crazylove,790706,./data/IMSDB/texts/Crazylove.txt,https://www.boxofficemojo.com/release/rl1716356609,Magnolia Pictures,"17,952",3,1-Jun-07,214 days,PG-13,90,"['Documentary', 'Romance']",38,"301,027","357,659","450,000"
282,Creation,['Drama'],['John Collee'],Creation,974014,./data/IMSDB/texts/Creation.txt,https://www.boxofficemojo.com/release/rl1548584449,Newmarket Films,"53,073",7,22-Jan-10,344 days,PG-13,108,"['Biography', 'Drama', 'Romance']",12,"341,323","2,058,675","13,360,000"
283,Crime Spree,"['Crime', 'Comedy']",['Brad Mirman'],Crime_Spree,310924,./data/IMSDB/texts/Crime_Spree.txt,,,,,,,,,,,,,"10,000,000"
284,"Croods, The","['Animation', 'Adventure', 'Comedy']","['Kirk DeMicco', 'Chris Sanders']",Croods,481499,./data/IMSDB/texts/Croods.txt,https://www.boxofficemojo.com/release/rl3192751617,Twentieth Century Fox,"43,639,736","4,046",22-Mar-13,285 days,PG,98,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","4,065","187,168,425","587,204,668","135,000,000"
285,"Crouching Tiger, Hidden Dragon","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']","['Wang Hui Ling', 'James Schamus', 'Tsai Kuo Jung']",Crouching_Tiger,190332,./data/IMSDB/texts/Crouching_Tiger.txt,,,,,,,,,,,,,"15,000,000"
286,Croupier,"['Crime', 'Drama']",['Paul Mayersberg'],Croupier,159382,./data/IMSDB/texts/Croupier.txt,https://www.boxofficemojo.com/release/rl2756544001,TSG,"63,472",19,21-Apr-00,255 days,,94,"['Crime', 'Drama']",141,"6,201,143","7,075,068","4,010,000"
287,"Crow Salvation, The","['Action', 'Drama', 'Crime', 'Horror', 'Thriller']",['Chip Johannessen'],Crow_Salvation,132910,./data/IMSDB/texts/Crow_Salvation.txt,,,,,,,,,,,,,"10,000,000"
288,"Crow, The","['Action', 'Drama', 'Horror', 'Fantasy', 'Romance', 'Thriller']",['David Schow'],Crow,109506,./data/IMSDB/texts/Crow.txt,https://www.boxofficemojo.com/release/rl2773321217,Miramax,"11,774,332","1,573",13-May-94,233 days,R,102,"['Action', 'Drama', 'Fantasy']","2,119","50,693,129","50,693,129","15,000,000"
289,"Crow: City of Angels, The","['Action', 'Fantasy', 'Thriller', 'Crime']","['David S Goyer', ""James O'Barr""]",Crow:_City_of_Angels,115986,./data/IMSDB/texts/Crow:_City_of_Angels.txt,https://www.boxofficemojo.com/release/rl2555217409,Miramax,"9,785,111","2,423",30-Aug-96,124 days,R,84,"['Action', 'Crime', 'Fantasy', 'Thriller']","2,423","17,917,287","17,917,287","13,000,000"
290,Cruel Intentions,"['Drama', 'Romance']",['Roger Kumble'],Cruel_Intentions,139134,./data/IMSDB/texts/Cruel_Intentions.txt,https://www.boxofficemojo.com/release/rl2605549057,Sony Pictures Entertainment (SPE),"13,020,565","2,312",5-Mar-99,302 days,R,97,"['Drama', 'Romance']","2,312","38,328,567","75,902,208","10,500,000"
291,Crying Game,"['Action', 'Drama', 'Romance']",['Neil Jordan'],Crying_Game,104036,./data/IMSDB/texts/Crying_Game.txt,https://www.boxofficemojo.com/release/rl2337113601,Miramax,"101,107",6,"(Wide)Nov 27, 1992",400 days,R,112,"['Crime', 'Drama', 'Romance', 'Thriller']","1,097","62,548,947","62,548,947","4,000,000"
