,Title,IMSDB-Genres,Writers,Movie-Title,IMDB-ID,Filename,BOM-url,Distributor,OW-Revenue,OW-Opens,Release-Date,Days-in-Release,MPAA,Runtime,Genres,Widest-Release,Domestic-Total,WorldWide-Total,Budget
0,10 Things I Hate About You,"['Comedy', 'Romance']","['Karen McCullah Lutz', 'Kirsten Smith', 'William Shakespeare']",10_Things_I_Hate_About_You,147800,./data/IMSDB/texts/10_Things_I_Hate_About_You.txt,https://www.boxofficemojo.com/release/rl742491649,Walt Disney Studios Motion Pictures,"8,330,681","2,271",31-Mar-99,276 days,PG-13,97,"['Comedy', 'Drama', 'Romance']","2,311","38,178,166","53,478,166","30,000,000"
1,12,['Comedy'],['Lawrence Bridges'],12,1407084,./data/IMSDB/texts/12.txt,https://www.boxofficemojo.com/release/rl326534657,Hannover House,"110,238",231,6-Aug-10,148 days,R,93,"['Action', 'Crime', 'Drama', 'Thriller']",231,"183,920","2,648,195","5,000,000"
2,12 and Holding,['Drama'],['Anthony Cipriano'],12_and_Holding,417385,./data/IMSDB/texts/12_and_Holding.txt,https://www.boxofficemojo.com/release/rl309757441,IFC Films,"11,456",3,19-May-06,227 days,R,95,['Drama'],15,"96,464","119,195","400,000"
3,12 Monkeys,"['Drama', 'Sci-Fi', 'Thriller']","['David Peoples', 'Janet Peoples']",12_Monkeys,114746,./data/IMSDB/texts/12_Monkeys.txt,https://www.boxofficemojo.com/release/rl393643521,Universal Pictures,"184,776",3,"(Wide)Dec 29, 1995",369 days,R,129,"['Mystery', 'Sci-Fi', 'Thriller']","1,629","57,141,459","168,839,459","29,000,000"
4,12 Years a Slave,['Drama'],['John Ridley'],12_Years_a_Slave,2024544,./data/IMSDB/texts/12_Years_a_Slave.txt,https://www.boxofficemojo.com/release/rl376866305,Fox Searchlight Pictures,"923,715",19,"(Wide)Oct 18, 2013",440 days,R,134,"['Biography', 'Drama', 'History']","1,474","56,671,993","187,733,202","20,000,000"
5,127 Hours,"['Adventure', 'Drama', 'Thriller']","['Simon Beaufoy', 'Danny Boyle']",127_Hours,1542344,./data/IMSDB/texts/127_Hours.txt,https://www.boxofficemojo.com/release/rl658605569,Fox Searchlight Pictures,"264,851",4,"(Wide)Nov 5, 2010",422 days,R,94,"['Adventure', 'Biography', 'Drama']",916,"18,335,230","60,738,797","18,000,000"
6,15 Minutes,"['Action', 'Crime', 'Thriller']",['John Hertzfield'],15_Minutes,179626,./data/IMSDB/texts/15_Minutes.txt,,,,,,,,,,,,,"42,000,000"
7,17 Again,"['Comedy', 'Drama', 'Romance']",['Jason Filardi'],17_Again,974661,./data/IMSDB/texts/17_Again.txt,https://www.boxofficemojo.com/release/rl4294145,Warner Bros.,"23,722,310","3,255",17-Apr-09,259 days,PG-13,102,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sport']","3,255","64,167,069","136,316,880","40,000,000"
8,187,['Drama'],['Scott Yagemann'],187,118531,./data/IMSDB/texts/187.txt,https://www.boxofficemojo.com/release/rl54625793,Warner Bros.,"2,222,984","1,121",30-Jul-97,155 days,R,119,"['Drama', 'Thriller']","1,121","5,727,130","5,727,130","23,000,000"
9,2001: A Space Odyssey,"['Adventure', 'Sci-Fi']","['Stanley Kubrick', 'Arhur C. Clarke']",2001__A_Space_Odyssey,62622,./data/IMSDB/texts/2001:_A_Space_Odyssey.txt,https://www.boxofficemojo.com/release/rl1900119553,Metro-Goldwyn-Mayer (MGM),"12,000,000",Budget,3-Apr-68,"1,003 days",,149,"['Adventure', 'Sci-Fi']","IMDbPro
                    See more details at IMDbPro","56,715,371","56,715,371","10,500,000"
10,2012,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","['Roland Emmerich', 'Harald Kloser']",2012,1190080,./data/IMSDB/texts/2012.txt,https://www.boxofficemojo.com/release/rl1833010689,Sony Pictures Entertainment (SPE),"65,237,614","3,404",13-Nov-09,414 days,PG-13,158,"['Action', 'Adventure', 'Sci-Fi']","3,444","166,112,167","769,679,473","200,000,000"
11,25th Hour,"['Crime', 'Drama']",['David Benioff'],25th_Hour,307901,./data/IMSDB/texts/25th_Hour.txt,https://www.boxofficemojo.com/release/rl1212253697,Walt Disney Studios Motion Pictures,"108,865",5,19-Dec-02,378 days,R,135,['Drama'],495,"13,084,595","23,928,503","5,000,000"
12,28 Days Later,"['Drama', 'Horror', 'Sci-Fi']",['Alex Garland'],28_Days_Later,289043,./data/IMSDB/texts/28_Days_Later.txt,https://www.boxofficemojo.com/release/rl1262585345,Fox Searchlight Pictures,"10,061,858","1,260",27-Jun-03,188 days,R,113,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']","1,407","45,064,915","82,719,885","8,000,000"
13,30 Minutes or Less,"['Action', 'Adventure', 'Comedy']","['Michael Diliberti', 'Matthew Sullivan']",30_Minutes_or_Less,1622547,./data/IMSDB/texts/30_Minutes_or_Less.txt,https://www.boxofficemojo.com/release/rl3007415809,Sony Pictures Entertainment (SPE),"13,330,118","2,888",12-Aug-11,142 days,R,83,"['Action', 'Comedy', 'Crime']","2,888","37,053,924","40,662,632","28,000,000"
14,42,['Drama'],['Brian Helgeland'],42,453562,./data/IMSDB/texts/42.txt,https://www.boxofficemojo.com/release/rl4181820929,Warner Bros.,"27,487,144","3,003",12-Apr-13,264 days,PG-13,128,"['Biography', 'Drama', 'Sport']","3,405","95,020,213","97,470,701","40,000,000"
16,48 Hrs.,"['Action', 'Comedy', 'Thriller']","['Steven E. De Souza', 'Walter Hill', 'Roger Spottiswoode', 'Larry Gross', 'Jeb Stuart']",48_Hrs,83511,./data/IMSDB/texts/48_Hrs.txt,https://www.boxofficemojo.com/release/rl4030825985,Paramount Pictures,"4,369,868",850,10-Dec-82,387 days,,96,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","1,050","78,868,508","78,868,508","1,000,000"
17,50-50,"['Comedy', 'Drama']",['Will Reiser'],50-50,483971,./data/IMSDB/texts/50-50.txt,,,,,,,,,,,,,"8,000,000"
18,500 Days of Summer,"['Comedy', 'Drama', 'Romance']","['Scott Neustadter', 'Michael H. Weber']",500_Days_of_Summer,1022603,./data/IMSDB/texts/500_Days_of_Summer.txt,https://www.boxofficemojo.com/release/rl3913385473,Fox Searchlight Pictures,"834,501",27,"(Wide)Jul 17, 2009",175 days,PG-13,95,"['Comedy', 'Drama', 'Romance']","1,048","32,391,374","60,722,734","7,500,000"
19,8MM,"['Mystery', 'Thriller']",['Andrew Kevin Walker'],8MM,134273,./data/IMSDB/texts/8MM.txt,https://www.boxofficemojo.com/release/rl3342960129,Sony Pictures Entertainment (SPE),"14,252,888","2,370",26-Feb-99,309 days,R,123,"['Crime', 'Drama', 'Mystery', 'Thriller']","2,370","36,663,315","96,618,699","40,000,000"
20,9,"['Animation', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']","['Pamela Pettler', 'Shane Acker']",9,472033,./data/IMSDB/texts/9.txt,https://www.boxofficemojo.com/release/rl1010861569,Focus Features,"10,740,446","1,661",9-Sep-09,121 days,PG-13,79,"['Action', 'Adventure', 'Animation', 'Sci-Fi']","2,060","31,749,894","48,428,063","30,000,000"
21,A Few Good Men,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Aaron Sorkin'],A_Few_Good_Men,104257,./data/IMSDB/texts/A_Few_Good_Men.txt,https://www.boxofficemojo.com/release/rl1666418177,Columbia Pictures,"15,517,468","1,925",11-Dec-92,386 days,R,138,"['Drama', 'Thriller']","2,201","141,340,178","243,240,178","41,000,000"
22,A Most Violent Year,"['Action', 'Crime', 'Drama']",['J.C. Chandor'],A_Most_Violent_Year,2937898,./data/IMSDB/texts/A_Most_Violent_Year.txt,https://www.boxofficemojo.com/release/rl3110438401,A24,"172,788",4,"(Wide)Dec 31, 2014",366 days,R,125,"['Action', 'Crime', 'Drama', 'Thriller']",818,"5,749,134","12,007,070","20,000,000"
24,A Quiet Place,"['Drama', 'Horror', 'Sci-Fi']","['Bryan Woods', 'Scott Beck', 'John Krasinski']",A_Quiet_Place,6644200,./data/IMSDB/texts/A_Quiet_Place.txt,https://www.boxofficemojo.com/release/rl2399176193,Paramount Pictures,"50,203,562","3,508",6-Apr-18,270 days,PG-13,90,"['Drama', 'Horror', 'Sci-Fi']","3,808","188,024,361","340,939,361","17,000,000"
25,A Scanner Darkly,"['Animation', 'Crime', 'Drama']",['Charlie Kaufman'],A_Scanner_Darkly,405296,./data/IMSDB/texts/A_Scanner_Darkly.txt,https://www.boxofficemojo.com/release/rl4184835585,Warner Independent Pictures (WIP),"391,672",17,7-Jul-06,178 days,R,100,"['Animation', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",263,"5,501,616","7,659,918","20,000,000"
26,A Serious Man,['Comedy'],"['Joel Coen', 'Ethan Coen']",A_Serious_Man,1019452,./data/IMSDB/texts/A_Serious_Man.txt,https://www.boxofficemojo.com/release/rl1382974977,Focus Features,"251,337",6,2-Oct-09,456 days,R,106,"['Comedy', 'Drama']",262,"9,228,768","31,430,334","7,000,000"
27,Above the Law,['Action'],"['Steven Pressfield', 'Ronald Shusett', 'Andrew Davis', 'Steven Seagal']",Above_the_Law,94602,./data/IMSDB/texts/Above_the_Law.txt,https://www.boxofficemojo.com/release/rl306218497,Warner Bros.,"2,037,938",350,"(Wide)Apr 8, 1988",268 days,,99,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",868,"18,869,631","18,869,631","7,500,000"
28,Absolute Power,"['Thriller', 'Crime', 'Drama']","['David Baldacci', 'William Goldman']",Absolute_Power,118548,./data/IMSDB/texts/Absolute_Power.txt,https://www.boxofficemojo.com/release/rl390104577,Sony Pictures Entertainment (SPE),"14,678,016","2,568",14-Feb-97,321 days,R,121,"['Action', 'Crime', 'Drama', 'Thriller']","2,568","50,068,310","50,068,310","50,000,000"
30,Adaptation,"['Comedy', 'Drama']","['Charlie Kaufman', 'Donald Kaufman']",Adaptation,268126,./data/IMSDB/texts/Adaptation.txt,https://www.boxofficemojo.com/release/rl2000717313,Sony Pictures Entertainment (SPE),"384,478",7,"(Wide)Dec 6, 2002",391 days,R,115,"['Comedy', 'Drama']",672,"22,498,520","32,801,173","19,000,000"
31,"Addams Family, The","['Comedy', 'Fantasy', 'Horror', 'Family']","['Charles Addams', 'Caroline Thompson']",Addams_Family,101272,./data/IMSDB/texts/Addams_Family.txt,https://www.boxofficemojo.com/release/rl1749059073,Paramount Pictures,"24,203,754","2,411",22-Nov-91,406 days,,99,"['Comedy', 'Fantasy']","2,411","113,502,426","191,502,426","30,000,000"
32,"Adjustment Bureau, The","['Romance', 'Sci-Fi', 'Thriller']","['George Nolfi', 'Philip K Dick']",Adjustment_Bureau,1385826,./data/IMSDB/texts/Adjustment_Bureau.txt,https://www.boxofficemojo.com/release/rl1849722369,Universal Pictures,"21,157,730","2,840",4-Mar-11,303 days,PG-13,106,"['Romance', 'Sci-Fi', 'Thriller']","2,847","62,495,645","127,869,379","50,200,000"
33,"Adventures of Buckaroo Banzai Across the Eighth Dimension, The","['Adventure', 'Comedy', 'Romance', 'Sci-Fi']",['Earl Mac Rauch'],Adventures_of_Buckaroo_Banzai_Across_the_Eighth_Dimension,86856,./data/IMSDB/texts/Adventures_of_Buckaroo_Banzai_Across_the_Eighth_Dimension.txt,https://www.boxofficemojo.com/release/rl2856945153,Twentieth Century Fox,"620,279",236,10-Aug-84,147 days,,103,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi']",236,"6,254,148","6,254,148","12,000,000"
34,Affliction,['Drama'],"['Russell Banks', 'Paul Schrader']",Affliction,118564,./data/IMSDB/texts/Affliction.txt,https://www.boxofficemojo.com/release/rl1296074241,Lionsgate,"63,979",3,30-Dec-98,367 days,R,114,"['Drama', 'Mystery', 'Thriller']",335,"6,330,054","6,330,054","6,000,000"
36,After.Life,"['Drama', 'Horror', 'Thriller']",['Agnieszka Wojtowicz-Vosloo'],After,838247,./data/IMSDB/texts/After.txt,https://www.boxofficemojo.com/release/rl3191899649,Anchor Bay Films,"59,946",41,9-Apr-10,267 days,R,104,"['Drama', 'Mystery', 'Thriller']",41,"108,595","2,422,634","4,500,000"
38,Airplane,"['Comedy', 'Romance']","['Jim Abrahams', ' David Zucker', 'Jerry Zucker']",Airplane,80339,./data/IMSDB/texts/Airplane.txt,,,,,,,,,,,,,"3,500,000"
39,Airplane 2: The Sequel,"['Comedy', 'Sci-Fi']",['Ken Finkleman'],Airplane_2__The_Sequel,83530,./data/IMSDB/texts/Airplane_2:_The_Sequel.txt,https://www.boxofficemojo.com/release/rl2252375553,Paramount Pictures,"5,329,208","1,150",10-Dec-82,387 days,,85,"['Comedy', 'Sci-Fi']","1,300","27,150,534","27,150,534","15,000,000"
40,Aladdin,"['Animation', 'Family', 'Musical', 'Fantasy', 'Comedy']","['Roger Allers', 'Ron Clements']",Aladdin,6139732,./data/IMSDB/texts/Aladdin.txt,https://www.boxofficemojo.com/release/rl3246360065,Walt Disney Studios Motion Pictures,"91,500,929","4,476",24-May-19,222 days,PG,128,"['Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']","4,476","355,559,216","1,050,693,953","183,000,000"
41,Ali,['Drama'],"['Stephen J Rivele', 'Christopher Wilkinson', 'Eric Roth', 'Michael Mann']",Ali,248667,./data/IMSDB/texts/Ali.txt,https://www.boxofficemojo.com/release/rl3493889537,Sony Pictures Entertainment (SPE),"14,710,892","2,446",25-Dec-01,372 days,R,157,"['Biography', 'Drama', 'Sport']","2,521","58,203,105","87,713,825","107,000,000"
42,Alien,"['Action', 'Horror', 'Sci-Fi', 'Thriller']","['Walter Hill', 'David Giler']",Alien,78748,./data/IMSDB/texts/Alien.txt,https://www.boxofficemojo.com/release/rl3443557889,Twentieth Century Fox,"3,527,881",91,"(Wide)May 25, 1979",221 days,R,117,"['Horror', 'Sci-Fi']",757,"78,944,891","101,718,022","11,000,000"
43,Alien 3,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",['Rex Pickett'],Alien_3,103644,./data/IMSDB/texts/Alien_3.txt,https://www.boxofficemojo.com/release/rl3477112321,Twentieth Century Fox,"19,449,867","2,227",22-May-92,224 days,R,114,"['Action', 'Horror', 'Sci-Fi']","2,227","55,473,545","159,814,498","50,000,000"
44,Alien Nation,"['Crime', 'Drama', 'Sci-Fi']","[""Rockne O'Bannon"", 'James Cameron']",Alien_Nation,94631,./data/IMSDB/texts/Alien_Nation.txt,https://www.boxofficemojo.com/release/rl3275785729,Twentieth Century Fox,"8,421,429","1,430",7-Oct-88,91 days,,91,"['Action', 'Sci-Fi']","1,436","25,216,243","32,155,047","16,000,000"
45,Alien vs. Predator,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",['Peter Briggs'],Alien_vs,370263,./data/IMSDB/texts/Alien_vs.txt,https://www.boxofficemojo.com/release/rl776308225,Twentieth Century Fox,"38,291,056","3,395",13-Aug-04,147 days,PG-13,101,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']","3,401","80,282,231","177,427,090","60,000,000"
46,Alien: Resurrection,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",['Joss Whedon'],Alien__Resurrection,118583,./data/IMSDB/texts/Alien:_Resurrection.txt,https://www.boxofficemojo.com/release/rl3292562945,Twentieth Century Fox,"16,474,092","2,415",26-Nov-97,37 days,R,109,"['Action', 'Horror', 'Sci-Fi']","2,449","47,795,658","161,376,069","75,000,000"
47,Aliens,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",['James Cameron'],Aliens,90605,./data/IMSDB/texts/Aliens.txt,https://www.boxofficemojo.com/release/rl3309340161,Twentieth Century Fox,"10,052,042","1,437",18-Jul-86,167 days,R,137,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","1,454","85,160,248","131,060,248","17,000,000"
48,All About Eve,['Drama'],['Joseph Mankiewicz'],All_About_Eve,42192,./data/IMSDB/texts/All_About_Eve.txt,,,,,,,,,,,,,"1,400,000"
49,All About Steve,['Comedy'],['Kim Barker'],All_About_Steve,881891,./data/IMSDB/texts/All_About_Steve.txt,https://www.boxofficemojo.com/release/rl1044612609,Twentieth Century Fox,"11,241,214","2,251",4-Sep-09,126 days,PG-13,99,"['Comedy', 'Romance']","2,265","33,862,903","40,105,542","15,000,000"
50,All the King's Men,['Drama'],['Robert Rossen'],All_the_King's_Men,41113,./data/IMSDB/texts/All_the_King's_Men.txt,,,,,,,,,,,,,"55,000,000"
51,All the President's Men,"['Drama', 'Thriller']",['William Goldman'],All_the_President's_Men,74119,./data/IMSDB/texts/All_the_President's_Men.txt,,,,,,,,,,,,,"8,500,000"
52,Almost Famous,"['Comedy', 'Drama', 'Romance']",['Cameron Crowe'],Almost_Famous,181875,./data/IMSDB/texts/Almost_Famous.txt,https://www.boxofficemojo.com/release/rl256083457,DreamWorks Distribution,"2,314,646",131,"(Wide)Sep 15, 2000",473 days,R,122,"['Adventure', 'Comedy', 'Drama', 'Music']","2,262","32,534,850","47,383,689","60,000,000"
53,Alone in the Dark,"['Action', 'Horror', 'Thriller']","['Elan Mastai', 'Michael Roesch']",Alone_in_the_Dark,369226,./data/IMSDB/texts/Alone_in_the_Dark.txt,https://www.boxofficemojo.com/release/rl2034468353,Lionsgate,"2,834,421","2,124",28-Jan-05,338 days,R,99,"['Action', 'Horror', 'Sci-Fi']","2,124","5,178,569","10,442,808","20,000,000"
54,Amadeus,['Drama'],['Peter Shaffer'],Amadeus,86879,./data/IMSDB/texts/Amadeus.txt,https://www.boxofficemojo.com/release/rl1866696193,Orion Pictures,"505,276",25,"(Wide)Sep 21, 1984",467 days,R,160,"['Biography', 'Drama', 'History', 'Music']",802,"51,564,280","51,564,280","18,000,000"
55,Amelia,['Drama'],"['Ronald Bass', 'Anna Hamilton Phelan']",Amelia,211915,./data/IMSDB/texts/Amelia.txt,https://www.boxofficemojo.com/release/rl1430488577,Miramax,"136,470",3,2-Nov-01,425 days,R,122,"['Comedy', 'Romance']",303,"33,225,499","173,921,954","10,000,000"
56,American Beauty,['Drama'],['Alan Ball'],American_Beauty,169547,./data/IMSDB/texts/American_Beauty.txt,https://www.boxofficemojo.com/release/rl2839774721,DreamWorks Distribution,"861,531",16,"(Wide)Sep 15, 1999",474 days,R,122,['Drama'],"1,990","130,096,601","356,296,601","15,000,000"
57,American Gangster,"['Crime', 'Drama']","['Steven Zaillian', 'Mark Jacobson']",American_Gangster,765429,./data/IMSDB/texts/American_Gangster.txt,https://www.boxofficemojo.com/release/rl1195607553,Universal Pictures,"43,565,135","3,054",2-Nov-07,426 days,R,157,"['Biography', 'Crime', 'Drama', 'Thriller']","3,110","130,164,645","269,755,430","100,000,000"
58,American Graffiti,"['Comedy', 'Drama']","['George Lucas', 'Gloria Katz', 'Willard Huyck']",American_Graffiti,69704,./data/IMSDB/texts/American_Graffiti.txt,,,,,,,,,,,,,"750,000"
59,American History X,"['Crime', 'Drama', 'Thriller']",['David McKenna'],American_History_X,120586,./data/IMSDB/texts/American_History_X.txt,,,,,,,,,,,,,"10,000,000"
60,American Hustle,"['Crime', 'Drama']","['Eric Warren Singer', 'David O. Russell']",American_Hustle,1800241,./data/IMSDB/texts/American_Hustle.txt,https://www.boxofficemojo.com/release/rl1867286017,Sony Pictures Entertainment (SPE),"740,455",6,"(Wide)Dec 13, 2013",384 days,R,138,"['Crime', 'Drama']","2,629","150,117,807","251,171,807","40,000,000"
61,American Madness,['Drama'],['Robert Riskin'],American_Madness,3532216,./data/IMSDB/texts/American_Madness.txt,https://www.boxofficemojo.com/release/rl291669505,Universal Pictures,"16,776,390","3,024",29-Sep-17,98 days,R,115,"['Action', 'Biography', 'Comedy', 'Crime', 'Drama']","3,098","51,342,000","134,866,593","50,000,000"
62,American Milkshake,['Comedy'],"['David Andalman', 'Mariko Munro']",American_Milkshake,11347410,./data/IMSDB/texts/American_Milkshake.txt,,,,,,,,,,,,,"1,400,000"
63,American Outlaws,"['Action', 'Comedy', 'Western']","['Roderick Taylor', 'John Rogers']",American_Outlaws,244000,./data/IMSDB/texts/American_Outlaws.txt,https://www.boxofficemojo.com/release/rl2722334209,Warner Bros.,"4,855,475","2,348",17-Aug-01,137 days,PG-13,94,"['Action', 'Western']","2,348","13,342,790","13,678,913","35,000,000"
64,American Pie,['Comedy'],['Adam Herz'],American_Pie,163651,./data/IMSDB/texts/American_Pie.txt,https://www.boxofficemojo.com/release/rl2588116481,Universal Pictures,"18,709,680","2,508",9-Jul-99,176 days,R,95,['Comedy'],"2,544","102,561,004","235,483,004","11,000,000"
65,"American President, The","['Comedy', 'Drama', 'Romance']",['Aaron Sorkin'],American_President,112346,./data/IMSDB/texts/American_President.txt,https://www.boxofficemojo.com/release/rl2906883585,Sony Pictures Entertainment (SPE),"10,014,558","1,508",17-Nov-95,411 days,PG-13,114,"['Comedy', 'Drama', 'Romance']","1,508","60,079,496","107,879,496","62,000,000"
66,American Psycho,"['Drama', 'Horror', 'Thriller']",['Matthew Markwalder'],American_Psycho,144084,./data/IMSDB/texts/American_Psycho.txt,https://www.boxofficemojo.com/release/rl2655225345,Lionsgate,"4,961,015","1,236",14-Apr-00,262 days,R,101,"['Comedy', 'Crime', 'Drama']","1,242","15,070,285","34,266,564","7,000,000"
68,American Sniper,"['Action', 'Drama']",[' Jason Hall'],American_Sniper,2179136,./data/IMSDB/texts/American_Sniper.txt,https://www.boxofficemojo.com/release/rl2923660801,Warner Bros.,"633,456",4,"(Wide)Dec 25, 2014",372 days,R,133,"['Action', 'Biography', 'Drama', 'War']","3,885","350,126,372","547,426,372","58,800,000"
69,American Splendor,"['Comedy', 'Drama']","['Robert Pulcini', 'Shari Springer Berman']",American_Splendor,305206,./data/IMSDB/texts/American_Splendor.txt,https://www.boxofficemojo.com/release/rl2420344321,Fine Line Features,"159,705",6,15-Aug-03,140 days,R,101,"['Biography', 'Comedy', 'Drama']",272,"6,010,990","7,986,084","2,000,000"
70,American Werewolf in London,"['Comedy', 'Horror', 'Romance']",['John Landis'],American_Werewolf_in_London,82010,./data/IMSDB/texts/American_Werewolf_in_London.txt,https://www.boxofficemojo.com/release/rl2336458241,Universal Pictures,"3,786,512",870,21-Aug-81,133 days,,97,"['Comedy', 'Horror']",870,"30,565,292","30,565,292","10,000,000"
71,"American, The","['Crime', 'Drama', 'Thriller']",['Rowan Joffe'],American,1844624,./data/IMSDB/texts/American.txt,,,,,,,,,,,,,"20,000,000"
73,Amour,"['Drama', 'Romance']",['Michael Haneke'],Amour,1602620,./data/IMSDB/texts/Amour.txt,https://www.boxofficemojo.com/release/rl4282615297,Sony Pictures Classics,"68,266",3,19-Dec-12,378 days,PG-13,127,"['Drama', 'Romance']",333,"6,739,492","29,652,180","8,900,000"
74,An Education,['Drama'],"['Nick Hornby', 'Lynn Barber']",An_Education,1174732,./data/IMSDB/texts/An_Education.txt,https://www.boxofficemojo.com/release/rl38897153,Sony Pictures Classics,"159,017",4,"(Wide)Oct 9, 2009",449 days,PG-13,100,['Drama'],763,"12,574,914","26,096,852","7,500,000"
75,Analyze That,"['Comedy', 'Crime']","['Peter Steinfeld', 'Harold Ramis', 'Peter Tolan', 'Kenneth Longeran']",Analyze_That,289848,./data/IMSDB/texts/Analyze_That.txt,https://www.boxofficemojo.com/release/rl3963848193,Warner Bros.,"11,034,422","2,635",6-Dec-02,391 days,R,96,"['Comedy', 'Crime']","2,635","32,130,627","55,003,135","60,000,000"
76,Analyze This,"['Comedy', 'Crime']","['Peter Tolan', 'Harold Ramis', 'Kenneth Lonergan']",Analyze_This,122933,./data/IMSDB/texts/Analyze_This.txt,https://www.boxofficemojo.com/release/rl3947070977,Warner Bros.,"18,383,507","2,518",5-Mar-99,302 days,R,103,"['Comedy', 'Crime']","2,537","106,885,658","176,885,658","80,000,000"
77,Anastasia,"['Family', 'Animation', 'Musical']","['Susan Gauthier', 'Bruce Graham']",Anastasia,118617,./data/IMSDB/texts/Anastasia.txt,https://www.boxofficemojo.com/release/rl4014179841,Twentieth Century Fox,"120,541",1,"(Wide)Nov 14, 1997",413 days,,94,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']","2,511","58,406,347","139,804,348","53,000,000"
78,Angel Eyes,"['Drama', 'Romance']",['Gerald DiPego'],Angel_Eyes,225071,./data/IMSDB/texts/Angel_Eyes.txt,https://www.boxofficemojo.com/release/rl3376645633,Warner Bros.,"9,225,575","2,375",18-May-01,228 days,R,102,"['Drama', 'Romance']","2,407","24,174,218","29,715,606","53,000,000"
79,Angels & Demons,"['Drama', 'Mystery', 'Thriller']","['David Koepp', 'Akiva Goldsman']",Angels_&_Demons,808151,./data/IMSDB/texts/Angels_&_Demons.txt,https://www.boxofficemojo.com/release/rl3443754497,Sony Pictures Entertainment (SPE),"46,204,168","3,527",15-May-09,231 days,PG-13,138,"['Action', 'Mystery', 'Thriller']","3,527","133,375,846","485,930,816","150,000,000"
80,Anna Karenina,['Drama'],['Tom Stoppard'],Anna_Karenina,1781769,./data/IMSDB/texts/Anna_Karenina.txt,https://www.boxofficemojo.com/release/rl742557185,Focus Features,"320,690",16,16-Nov-12,411 days,R,129,"['Drama', 'Romance']",422,"12,816,367","68,929,150","49,000,000"
81,Annie Hall,"['Comedy', 'Romance']","['Woody Allen', 'Marshall Brickman']",Annie_Hall,75686,./data/IMSDB/texts/Annie_Hall.txt,https://www.boxofficemojo.com/release/rl658671105,United Artists,"4,000,000",Budget,20-Apr-77,986 days,,93,"['Comedy', 'Romance']","IMDbPro
                    See more details at IMDbPro","38,251,425","38,251,425","4,000,000"
83,Anonymous,"['Drama', 'Thriller']",['John Orloff'],Anonymous,1521197,./data/IMSDB/texts/Anonymous.txt,https://www.boxofficemojo.com/release/rl457344513,Sony Pictures Entertainment (SPE),"1,021,768",265,28-Oct-11,70 days,PG-13,130,"['Drama', 'Thriller']",513,"4,463,292","15,395,087","30,000,000"
84,Antitrust,"['Thriller', 'Crime', 'Drama']",['Howard Franklin'],Antitrust,218817,./data/IMSDB/texts/Antitrust.txt,https://www.boxofficemojo.com/release/rl54691329,Metro-Goldwyn-Mayer (MGM),"5,486,209","2,433",12-Jan-01,354 days,PG-13,108,"['Action', 'Crime', 'Drama', 'Thriller']","2,433","11,328,094","18,195,610","30,000,000"
85,Antz,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","['Todd Alcott', 'Chris Weitz', 'Paul Weitz']",Antz,120587,./data/IMSDB/texts/Antz.txt,https://www.boxofficemojo.com/release/rl2051180033,DreamWorks Distribution,"17,195,160","2,449",2-Oct-98,456 days,PG,83,"['Adventure', 'Animation', 'Comedy', 'Family']","2,929","90,757,863","171,757,863","105,000,000"
86,"Apartment, The",['Comedy'],"['Billy Wilder', 'I.A.L Diamond']",Apartment,53604,./data/IMSDB/texts/Apartment.txt,,,,,,,,,,,,,"3,000,000"
87,Apocalypse Now,"['Action', 'Drama', 'War']","['Francis Ford Coppola', 'John Milius', 'Joseph Conrad']",Apocalypse_Now,78788,./data/IMSDB/texts/Apocalypse_Now.txt,https://www.boxofficemojo.com/release/rl1816299009,Metro-Goldwyn-Mayer (MGM),"118,558",3,15-Aug-79,139 days,R,147,"['Drama', 'Mystery', 'War']",3,"78,784,010","78,784,010","31,500,000"
89,April Fool's Day,"['Comedy', 'Horror', 'Mystery']",['Danilo Bach'],April_Fool's_Day,90655,./data/IMSDB/texts/April_Fool's_Day.txt,https://www.boxofficemojo.com/release/rl1581417985,Paramount Pictures,"3,373,779","1,202",28-Mar-86,279 days,,89,"['Horror', 'Mystery']","1,202","12,947,763","12,947,763","5,000,000"
